ID,FORM,XPOSTAG,NER
19321,gesz-i3,N,O
19321,sur-sur-ra-ta,V,O
19322,dumu,N,O
19322,geme2-x-...,NE,PN
19323,mu,N,O
19323,us2-sa,V,O
19323,u8-udu-a{ki},NE,GN
19323,ba-hul,V,O
19324,1(disz),NU,O
19324,a2-na-sa6,NE,PN
19324,enku,N,O
19325,lugal,N,O
19325,si-ma-num2{um}{ki},NE,GN
19325,si-ma-num{ki},NE,GN
19326,2(disz),NU,O
19326,udu,N,O
19326,bar-su,V,O
19327,ki,N,O
19327,ad-la-{d}iszkur,NE,PN
19327,aszgab-ta,N,O
19328,{d}ha-ia3-si4,NE,PN
19329,gesz-kesz2,N,O
19329,...-ba,NE,DN
19330,hu-li2-bar-a,NE,PN
19330,dub-sar,N,O
19330,maszkim,N,O
19331,1(disz),NU,O
19331,udu,N,O
19331,giri3-dingir-ga2-i3-dab5,NE,PN
19331,x,O,O
19331,x,O,O
19332,LAGAB-x,NE,PN
19332,ra2-gaba,N,O
19332,en-na,N,O
19333,2(disz),NU,O
19333,inim-sa6-sa6,NE,PN
19334,2(disz),NU,O
19334,szar2-ra-ab-DU,NE,PN
19334,dumu,N,O
19334,ur-pa4-u2,NE,PN
19335,2(asz),NU,O
19335,lugal-nig2-si,NE,PN
19336,dumu,N,O
19336,geme2-{d}gesztin-an-na,NE,PN
19337,{d}utu-pa3-da,NE,PN
19338,mu,N,O
19338,e2,N,O
19338,{d}en-lil2-la2-ka,NE,DN
19338,umma{ki}-ka,NE,SN
19338,ba-du3,V,O
19339,dumu,N,O
19339,ur-a-a,NE,PN
19340,kiszib3,N,O
19340,dingir-qar-ad,NE,PN
19341,ugula,N,O
19341,lugal-lugal-ne,NE,PN
19342,ki,N,O
19342,ama-szu-hal-bi,NE,PN
19342,ba-zi,V,O
19343,kiszib3,N,O
19343,e-na-be-li2,NE,PN
19344,ki,N,O
19344,ama-kesz3,NE,PN
19345,i7,N,O
19345,i7-idigna-e2-duru5-nin-a2-zi-da,NE,WN
19346,giri3,N,O
19346,esz3-sa6,NE,PN
19346,dub-sar,N,O
19347,1(u),NU,O
19347,2(disz),NU,O
19347,udu,N,O
19348,a-sza3,N,O
19348,a-sza3-a-egir-GAN2-lu2-{d}szara2,NE,FN
19349,1(asz),NU,O
19349,saga,V,O
19349,ur-{d}lamma,NE,PN
19350,mu-kux(DU),N,O
19350,ur-gesz-x,NE,PN
19351,dumu,N,O
19351,sza3-gu2-bi,NE,PN
19351,aszgab-gal,N,O
19352,x-u-gu4-x,NE,FN
19352,gub-ba,V,O
19353,ur-sal-ur2,NE,PN
19354,5(disz),NU,O
19354,sila3,N,O
19354,i3-szah2,N,O
19355,mu,N,O
19355,e2-nam-zu,NE,GN
19355,ba-hul,V,O
19356,inim-du10-ga-ni,NE,PN
19357,dumu,N,O
19357,puzur4-{d}nanna,NE,PN
19358,{d}szul-gi-a-bi2,NE,PN
19359,dumu,N,O
19359,nin-tum-al6,NE,PN
19360,dumu,N,O
19360,a-ri-ib-a-tal,NE,PN
19361,iti,N,O
19361,e2-iti-6(disz),NE,MN
19362,1(disz),NU,O
19362,szuku-an-sag-du,NE,PN
19363,e2-duru5,N,O
19363,ki-ma,NE,GN
19364,1(disz),NU,O
19364,dug,N,O
19364,dida,N,O
19364,1(ban2),N,O
19364,zi3,N,O
19364,...-kusz2,NE,PN
19364,lu2,N,O
19364,kin-gi4-a,N,O
19365,giri3,N,O
19365,{d}amar-{d}suen-zi,NE,PN
19365,dub-sar,N,O
19366,ki,N,O
19366,{d}nin-gir16-da,NE,PN
19367,4(u),NU,O
19367,2(disz),NU,O
19367,udu,N,O
19367,bar-su-ga,V,O
19368,ugula,N,O
19368,lugal-siki-su3,NE,PN
19369,szesz-sa6-i3-zu,NE,PN
19370,na-silim,NE,PN
19370,dumu,N,O
19370,ur-{d}ma-mi,NE,PN
19371,a-sza3,N,O
19371,en-du8-du:ta,NE,FN
19372,a-tu-ki,NE,PN
19372,szu,N,O
19372,ba-ti,V,O
19373,ki,N,O
19373,{d}esz18-dar-ku-ri,NE,PN
19374,HAR-szum,NE,PN
19375,ur-dun,NE,PN
19376,ki,N,O
19376,{d}szu-{d}suen-hi-li-an-na,NE,PN
19377,di-ku5-mu-zu,NE,PN
19378,kab2-ku5,N,O
19378,KA-TUL2,NE,FN
19379,giri3,N,O
19379,nin-ge6-par4,NE,PN
19380,mu,N,O
19380,us2-sa,V,O
19380,gir2-nun{ki},NE,GN
19380,ba-hul,V,O
19381,mu,N,O
19381,da-si-il{ki},NE,GN
19381,ba-hul,V,O
19382,ur-e2-dam,NE,PN
19382,na-gada,N,O
19383,kiszib3,N,O
19383,{d}szakkan2-i3-sa6,NE,PN
19384,ki-nu-nir{ki}-nina{ki},NE,GN
19385,2(asz),NU,O
19385,1(barig),N,O
19385,3(ban2),N,O
19385,sze,N,O
19385,gur,N,O
19385,ki,N,O
19385,i3-li2-mi-ti-i,NE,PN
19386,i-ba-li2-is,NE,PN
19387,{d}lamma-lu2-sa6,NE,PN
19387,maszkim,N,O
19388,na-hi-bu-um,NE,PN
19389,{d}en-ki-im-ma,NE,PN
19390,zi-nu2,NE,PN
19391,ki,N,O
19391,ha-za-a-num2,NE,PN
19392,e2,N,O
19392,za-ri2-qum,NE,PN
19392,in-na-ak-a,V,O
19393,bala,N,O
19393,sal4-la-an,NE,PN
19394,1(u),NU,O
19394,ku6,N,O
19394,nig2-ki,N,O
19394,gur,N,O
19394,ni-la-lum,NE,PN
19395,...,O,O
19395,5(asz),NU,O
19395,5(disz),NU,O
19395,sila3,N,O
19395,sze-ba,N,O
19395,zabar,NE,FN
19396,a-pirig-zi,NE,PN
19397,3(disz),NU,O
19397,gurusz,N,O
19397,ugula,N,O
19397,geszgal-lal3,NE,PN
19398,nig2-dab5,N,O
19398,dabin,N,O
19398,sa-a,NE,ON
19398,ki,N,O
19398,zabar-dab5,N,O
19399,1/2(disz),NU,O
19399,nin-nig2-ga2-ni,NE,PN
19400,e2-duru5,N,O
19400,hirinx(KWU318)-na,NE,GN
19401,5(disz),NU,O
19401,udu,N,O
19401,niga,V,O
19401,1(disz),NU,O
19401,sila4,N,O
19401,nin-im-zu,NE,PN
19402,gu-za-zi,NE,PN
19403,3(disz),NU,O
19403,lu2-{d}esz-dar,NE,PN
19404,i3-la-ma,NE,PN
19405,{d}en-um-i3-li2,NE,PN
19406,ki,N,O
19406,kinda2:gal,NE,PN
19407,1(disz),NU,O
19407,tug2,N,O
19407,{d}na-ru2-a-kam,NE,PN
19407,nu-banda3-gu4,N,O
19408,ki,N,O
19408,gur8-gu-lum-ma,NE,PN
19409,1(disz),NU,O
19409,ha-ba-lu5-ge2-me-esz2,NE,PN
19410,mu,N,O
19410,asz2-nun-na{ki},NE,GN
19410,ba-hul,V,O
19411,mu,N,O
19411,ma2,N,O
19411,...-zu,NE,DN
19411,ba-ab-du8,V,O
19412,KU-{d}nanna,NE,FN
19412,nibru{ki}-sze3,NE,SN
19413,mu,N,O
19413,us2-sa,V,O
19413,adab{ki},NE,GN
19413,ba-hul,V,O
19414,ki,N,O
19414,an-na-x-x-x,NE,PN
19415,2(disz),NU,O
19415,ma-ma-il6-szu,NE,PN
19416,bi-in-ka3-li2-lugal-ri2,NE,PN
19417,szuku,N,O
19417,nin-...,NE,PN
19417,szandana,N,O
19418,dumu,N,O
19418,{d}lugal-ba-gara2,NE,PN
19419,igi-6(disz)-gal2,NU,O
19419,1(u),NU,O
19419,5(disz),NU,O
19419,sze,N,O
19419,apin-la2,N,O
19419,a-szi-an,NE,PN
19419,szuku,N,O
19419,ARAD2-hu-la,NE,PN
19419,gab2-ra,N,O
19420,dumu,N,O
19420,ur-{d}a-ba-ba,NE,PN
19421,2(asz),NU,O
19421,ur-im,NE,PN
19422,asal-u2,NE,PN
19423,hu-un-da-wa,NE,PN
19424,ki,N,O
19424,lu2-an-na,NE,PN
19425,kiszib3,N,O
19425,szul-e2-du3-du3,NE,PN
19426,2(disz),NU,O
19426,e3-gu-da-gan,NE,PN
19426,dumu,N,O
19426,en-num2-i3-li2,NE,PN
19427,mu,N,O
19427,en,N,O
19427,{d}nin-USZ-ka-limmu2,NE,DN
19427,kar-zi-da,NE,SN
19427,ba-hun,V,O
19428,ib-ba-sza,NE,PN
19428,maszkim,N,O
19429,i7,N,O
19429,i7-{d}amar-{d}suen-{d}szara2-pa3-e3,NE,WN
19430,1(disz),NU,O
19430,{d}nin-gir2-su-kun-erim2,NE,PN
19431,3(disz),NU,O
19431,geme2-{d}en-lil2-la2,NE,PN
19432,kiszib3,N,O
19432,MURGU2-nam-tar,NE,PN
19433,giri3,N,O
19433,{d}buranun(UD-NUN-KIB)-ti-a,NE,PN
19434,lu2-{d}gir16,NE,PN
19434,dumu,N,O
19434,nu-banda3,N,O
19435,3(disz),NU,O
19435,lu2-uszur4-bar,NE,PN
19436,an-ki-da,NE,PN
19437,dumu,N,O
19437,hu-un-gi4-la-ak,NE,PN
19437,szusz3,N,O
19438,kiszib3,N,O
19438,u2-an-sza,NE,PN
19439,ugula,N,O
19439,da-a-gu-ni,NE,PN
19440,...,O,O
19440,7(asz),NU,O
19440,1(ban2),N,O
19440,...,O,O
19440,i3-x,NE,PN
19441,2(asz),NU,O
19441,du,V,O
19441,lugal-bad3,NE,PN
19442,2(disz),NU,O
19442,a-hi,NE,PN
19443,{d}nansze-da,NE,DN
19444,gu-ru-ub-{d}utu,NE,PN
19445,mu,N,O
19445,musz-u2-szu-ku6-sa-gu2-gal,NE,PN
19445,en,N,O
19445,{d}nanna,NE,DN
19445,ba-hun,V,O
19446,ur-ta-disz-za,NE,PN
19446,sukkal,N,O
19447,dim2-bala,NE,PN
19448,i-di3-{d}er3,NE,PN
19448,sipa,N,O
19448,szah2,N,O
19449,giri3,N,O
19449,ka5-a-mu-bi,NE,PN
19450,nig2-dab5,N,O
19450,du6-ku3-ga,N,O
19450,kiszib3,N,O
19450,ur-{nab}nisaba,NE,PN
19451,kiszib3,N,O
19451,u4-ma-ni-gar,NE,PN
19452,ur-{d}{asz}asz7-gi4,NE,PN
19452,i3-dab5,V,O
19453,4(u),NU,O
19453,en-gaba-DU,NE,FN
19454,2(barig),N,O
19454,ba-ba-munu4,NE,PN
19455,dumu,N,O
19455,ur-sukkal-de2,NE,PN
19455,szusz3,N,O
19456,...,O,O
19456,ur-{d}nam2-nun-AN-ka,NE,PN
19456,dumu-ni,N,O
19457,ur-x-im,NE,PN
19458,{d}nin-sza3-ge-pa3-da,NE,PN
19459,PA,N,O
19459,u3-hu,NE,PN
19460,e2,N,O
19460,ti-ra-asz2,NE,TN
19461,sza-at-e2-a,NE,PN
19462,kab2-ku5,N,O
19462,e2-da{ki},NE,FN
19463,2(disz),NU,O
19463,lugal-ki-gal,NE,PN
19463,dumu,N,O
19463,lugal-lu2-igi-sa6-sa6,NE,PN
19464,giri3,N,O
19464,ur-{d}nu-umusz{musz}-da,NE,PN
19465,2(barig),N,O
19465,{d}szul-gi-da-an-ga-da,NE,PN
19466,hu-un-hu-ub-sze,NE,PN
19466,kuruszda,N,O
19467,{d}szul-gi-i3-li2,NE,PN
19467,x-x,O,O
19468,du6-ur3,N,O
19469,inim-sa6-ga,NE,PN
19470,1(disz),NU,O
19470,ku-da-du,NE,PN
19471,mu,N,O
19471,lagasz{ki},NE,GN
19471,ba-hul,V,O
19472,a-sza3,N,O
19472,{d}inanna-da-bat3,NE,PN
19473,a-sza3,N,O
19473,kiszi17-du3-a,NE,FN
19474,4(u),NU,O
19474,5(disz),NU,O
19474,gurusz,N,O
19474,u4,N,O
19474,1(disz)-sze3,NU,O
19474,a2,N,O
19474,e-li-esz18-dar,NE,PN
19474,szu,N,O
19474,a2,N,O
19474,silim-ma,V,O
19474,du11-ga,V,O
19475,...,O,O
19475,nin-dilmun-mah,NE,PN
19476,1(ban2),N,O
19476,kasz,N,O
19476,saga,V,O
19476,u4,N,O
19476,5(disz)-kam,NU,O
19477,ki,N,O
19477,me-zu,NE,PN
19478,mu,N,O
19478,us2-sa,V,O
19478,i3-szum,NE,GN
19478,ba-hul,V,O
19479,{d}ezem-esz-mah,NE,PN
19479,i3-dab5,V,O
19480,mu,N,O
19480,us2-sa,V,O
19480,da-ba{ki},NE,GN
19480,ba-hul,V,O
19481,1(u),NU,O
19481,ma-na,N,O
19481,siki-kur-ra,N,O
19481,tug2,N,O
19481,nig2-lam2,N,O
19481,du,V,O
19482,mu,N,O
19482,us2-sa,V,O
19482,dilmun-gin7,NE,GN
19482,ba-hul,V,O
19483,2(disz),NU,O
19483,e2-bar-kas4,NE,PN
19483,dumu,N,O
19483,e2-gar-bi,NE,PN
19484,mu,N,O
19484,ma2,N,O
19484,{d}...-zu,NE,DN
19484,ba-ab-du8,V,O
19485,kiszib3,N,O
19485,lugal-DIB-HI,NE,PN
19486,szar-na-AN,NE,PN
19487,ugula,N,O
19487,ze2-ze2-a,NE,PN
19488,ki,N,O
19488,lu2-a-ki,NE,PN
19489,lu2-{d}nin-x-x-al-gar-x,NE,PN
19489,dumu,N,O
19489,lugal-x-mu,NE,PN
19490,e2-sa6,NE,PN
19491,dumu,N,O
19491,ur-tur-tur,NE,PN
19492,gu-da-da-a,NE,PN
19492,elam,NE,EN
19493,ur-ul4-du3-a,NE,PN
19494,lugal-{d}nagar-pa-e3,NE,PN
19495,giri3,N,O
19495,a-hi-we-er,NE,PN
19496,ki,N,O
19496,ba-pa-tum,NE,PN
19497,na-hi-asz2-tum,NE,PN
19497,sipa,N,O
19497,szah2,N,O
19498,2(ban2),N,O
19498,lu2-ziz2-da-ba-lu5,NE,PN
19499,lugal-ur4-ra-ni,NE,PN
19499,kuruszda,N,O
19500,szuku,N,O
19500,diri,V,O
19500,i7,N,O
19500,id-hu,NE,WN
19500,4(ban2),N,O
19500,3(disz),NU,O
19500,1/3(disz)-ta,NU,O
19501,ab-ba-gi-na,NE,PN
19501,mar2-da{ki}-ka-kam,NE,GN
19502,dumu,N,O
19502,esz18-dar-ki-in,NE,PN
19502,szusz3,N,O
19503,ku-un-szi-ma-tum,NE,PN
19503,dumu,N,O
19503,a-ar-ba-tal,NE,PN
19504,al-la-u3-DU,NE,PN
19505,e2-NI,NE,PN
19506,ti-sza-{d}da-gan,NE,PN
19507,2(disz),NU,O
19507,lu2-ka-da-a,NE,PN
19507,dumu,N,O
19507,lu2-{d}gal-x,NE,PN
19508,dub-sar3,N,O
19508,dumu,N,O
19508,lu2-tu-ga,NE,PN
19509,ki,N,O
19509,ni-a-NI-ba-ni,NE,PN
19510,1(u),NU,O
19510,9(disz),NU,O
19510,sar,N,O
19510,6(disz),NU,O
19510,gin2,N,O
19510,kab2-ku5,N,O
19510,nin-gal-zu-tur,NE,FN
19511,...,O,O
19511,3(ban2),N,O
19511,5(disz),NU,O
19511,sila3,N,O
19511,{d}asznan-u3-tu,NE,PN
19512,mu,N,O
19512,ka-sahar-ra,NE,GN
19512,ba-hul,V,O
19513,3(disz),NU,O
19513,ARAD2-tur,NE,PN
19513,dumu,N,O
19513,zu-hu-ti,NE,PN
19514,3(disz),NU,O
19514,ur-nu-...,NE,PN
19515,kiszib3-bi,N,O
19515,2(disz),NU,O
19515,kiszib3,N,O
19515,ki-sa2-la,NE,PN
19516,i3-dub,N,O
19516,a-sza3,N,O
19516,GAN2-{d}utu-mu,NE,FN
19517,lugal,N,O
19517,gar3-szum{ki},NE,GN
19517,DU-a,NE,GN
19518,mu,N,O
19518,us2-sa,V,O
19518,esz3{ki},NE,GN
19518,ba-hul,V,O
19519,za-ba-al-li2,NE,PN
19519,i3-dab5,V,O
19520,kab2-ku5,N,O
19520,numun-nag-BI-sun2-zi,NE,FN
19521,giri3,N,O
19521,i-szar-{d}a-szar2,NE,PN
19522,dumu,N,O
19522,ma-an-za-tum,NE,PN
19523,4(disz),NU,O
19523,gi,N,O
19523,kid2,N,O
19523,dagal,V,O
19524,AN-mug-nu-eb,NE,PN
19524,ensi2,N,O
19525,mu,N,O
19525,us2-sa,V,O
19525,gab2-ba{ki},NE,GN
19525,ba-hul,V,O
19526,2(barig),N,O
19526,szuku,N,O
19526,diri,V,O
19526,ma2,N,O
19526,hun-ga2,V,O
19526,gal-zu-da5-bu3-ul-si-in,NE,PN
19527,7(disz),NU,O
19527,sila3,N,O
19527,ga-sze-a,N,O
19528,giri3,N,O
19528,nin9-gi-na,NE,PN
19529,giri3,N,O
19529,puzur4-{d}nin-kar-ak,NE,PN
19529,dub-sar,N,O
19530,2(asz),NU,O
19530,{d}utu-ba-e3,NE,PN
19531,2(disz),NU,O
19531,{gi}si2-im-tum,N,O
19531,a2-bi,N,O
19531,u4,N,O
19531,1(u),NU,O
19531,...,O,O
19532,ha-an-za-ab-tum,NE,PN
19533,4(disz),NU,O
19533,sila3,N,O
19533,i3-gesz,N,O
19534,apin-la2,N,O
19534,lugal-inim-zi,NE,PN
19535,2/3(disz),NU,O
19535,gin2,N,O
19535,1(u),NU,O
19535,5(disz),NU,O
19535,sze,N,O
19535,apin-la2,N,O
19535,lugal-nig2-ni,NE,PN
19535,dumu,N,O
19535,lugal-nig2-nidba2,NE,PN
19536,kiszib3,N,O
19536,lu2-sa6-i3-zu,NE,PN
19537,ki,N,O
19537,ur-du10-...,NE,PN
19538,2(asz),NU,O
19538,saga,V,O
19538,i-sur-{d}suen,NE,PN
19539,mu,N,O
19539,{d}szu-{d}suen-e,NE,RN
19539,na-mah,N,O
19539,{d}nin-x-sig-ga,NE,DN
19539,{d}sud3,NE,DN
19539,mu-du3,V,O
19540,mu,N,O
19540,hu-rim3{ki}-ma,NE,GN
19540,ba-hul,V,O
19541,ki,N,O
19541,SI-A-um,NE,PN
19542,nesag,N,O
19542,{d}lugal-uru11{ki}-ka,NE,DN
19543,ki,N,O
19543,AN-ma-ma,NE,PN
19544,mu,N,O
19544,ur2-bi-an-na{ki},NE,GN
19544,ba-hul,V,O
19545,du-nu-mu,NE,PN
19545,lu2,N,O
19545,kas4,N,O
19546,1(u),NU,O
19546,5(asz),NU,O
19546,giri3,N,O
19546,zu-ru-ki,NE,PN
19547,kiszib3-bi,N,O
19547,2(disz)-am3,NU,O
19547,kiszib3,N,O
19547,{d}x-{d}szu-{d}suen-ka,NE,PN
19548,3(gesz'u),NU,O
19548,3(gesz2),NU,O
19548,5(u),NU,O
19548,5(disz),NU,O
19548,...,O,O
19548,al,N,O
19548,5(disz),NU,O
19548,sar-ta,N,O
19549,{d}nin-{d}da-lagasz{ki},NE,PN
19550,giri3,N,O
19550,ur-ab-ba,NE,PN
19551,3(asz),NU,O
19551,gur,N,O
19551,szuku,N,O
19551,nin-nig2,NE,PN
19552,lu2-sza-lim,NE,PN
19552,gaba-ta,N,O
19553,mu,N,O
19553,da-ar-bu-ug-gar3-su,NE,PN
19553,ba-hun,V,O
19554,{d}utu-bar-x,NE,PN
19555,giri3,N,O
19555,ka-szagan,NE,PN
19555,sukkal,N,O
19556,ki,N,O
19556,lugal-szud3,NE,PN
19557,3(disz),NU,O
19557,a-da,NE,PN
19558,lu2-nig2-ki,NE,PN
19558,nu-banda3-gu4,N,O
19559,a-ha-asz-sza,NE,PN
19560,dumu,N,O
19560,kas4-du11-ga-{d}szul-gi,NE,PN
19561,ugula,N,O
19561,...-esz-am3,NE,PN
19562,3(barig),N,O
19562,na-ki-ki,NE,PN
19563,szu-u2-a,NE,PN
19564,mu,N,O
19564,{d}szul-gi-re,NE,RN
19564,lugal,N,O
19564,uri5{ki}-ma-ke4,NE,SN
19564,...,O,O
19565,dumu,N,O
19565,lu2-e2-sukud-ra2,NE,PN
19566,1(barig),N,O
19566,szu-gu-bu3-lum,NE,PN
19566,ad-kup4,N,O
19567,kiszib3,N,O
19567,zi2-{d}iszkur,NE,PN
19568,mu,N,O
19568,e2,N,O
19568,{d}mes-lam-ta-e3,NE,DN
19568,umma{ki}-ka,NE,SN
19568,ba-du3,V,O
19569,1(disz),NU,O
19569,ma-na,N,O
19569,|PU3.SZA|-mi-szar,NE,PN
19570,mu,N,O
19570,zaq-tum{ki},NE,GN
19570,ba-hul,V,O
19571,2(disz),NU,O
19571,za3-mu-ba-NI-us2,NE,PN
19571,dumu,N,O
19571,szim-da-gu-ni,NE,PN
19572,giri3,N,O
19572,ama-tir,NE,PN
19572,szu-i,N,O
19573,a-sza3,N,O
19573,lu2-{d}utu-a-zu,NE,FN
19573,sag,N,O
19573,erin-gaba,N,O
19574,2(gesz2),NU,O
19574,gur,N,O
19574,a-sza3,N,O
19574,...-KA,NE,FN
19575,amar-sa6-ga,NE,PN
19576,unu{ki}-ta,NE,SN
19576,ki,N,O
19576,a-hi-na,NE,PN
19577,kiszib3,N,O
19577,nu-ur2-be-li2,NE,PN
19577,szusz3,N,O
19578,ki,N,O
19578,nin-du10-ga-a,NE,PN
19579,szu-gid2,N,O
19579,ki,N,O
19579,ba-luh-dingir,NE,PN
19579,ensi2,N,O
19579,iri-sa12-rig7{ki}-ta,NE,SN
19580,giri3,N,O
19580,dur-i3-li2,NE,PN
19580,sagi,N,O
19581,1(gesz2),NU,O
19581,udu,N,O
19581,ki,N,O
19581,an-ne2-ga2-ra-asz,NE,PN
19582,nig2-dab5,N,O
19582,...-ga2,NE,DN
19583,2(disz),NU,O
19583,gin2,N,O
19583,i3,N,O
19583,2(disz),NU,O
19583,gin2,N,O
19583,i3-udu,N,O
19584,2(barig),N,O
19584,3(ban2),N,O
19584,{d}iszkur-ra-gaba-ri,NE,PN
19585,e2-a-ba-ni,NE,PN
19586,a-gu-da,NE,PN
19587,i-du-du-a,NE,PN
19587,engar,N,O
19588,a-sza3,N,O
19588,igi-{d}gesztin-an-na,NE,FN
19589,inim-ma-x,NE,PN
19590,1(u),NU,O
19590,2(disz),NU,O
19590,gu4,N,O
19591,{d}en-lil2-e-pa3-da-a,NE,FN
19591,gub-ba,V,O
19592,nig2-dab5,N,O
19592,e2,N,O
19592,ku3-dim2,N,O
19592,ur3-ra-ka,V,O
19592,ki,N,O
19592,a-bi2-x-x,NE,PN
19593,8(disz),NU,O
19593,gurusz,N,O
19593,ugula,N,O
19593,he2-sa6,NE,PN
19594,ugula,N,O
19594,da-an-num2,NE,PN
19594,dam-gar3,N,O
19595,dam-gar3,N,O
19596,3(disz),NU,O
19596,sza-at-i3-li2,NE,PN
19597,mu,N,O
19597,tusz-da-sal4-la{ki},NE,GN
19597,ba-hul,V,O
19598,kiszib3,N,O
19598,lugal-a2-ga,NE,PN
19599,du8-x,NE,PN
19599,lu2,N,O
19599,{gesz}tukul-gu-la,N,O
19600,2(disz),NU,O
19600,ARAD2-sag-sa6,NE,PN
19600,dumu,N,O
19600,ba-a-...,NE,PN
19601,ki,N,O
19601,me3-za-bu,NE,PN
19602,ki,N,O
19602,lugal-ga2-i3-gi,NE,PN
19603,lugal,N,O
19603,pa-szim,NE,GN
19603,ki-masz{ki}-a,NE,GN
19604,1(disz),NU,O
19604,gin2,N,O
19604,ku3,N,O
19604,sa10-am3,V,O
19604,{gesz}kab2-kul,N,O
19605,1(disz),NU,O
19605,du-gu-ri-na-hu,NE,PN
19606,{d}x-nu-ur2,NE,PN
19607,3(disz),NU,O
19607,giri3-lam,N,O
19607,x,O,O
19607,3(disz),NU,O
19607,sila3-ta,N,O
19608,1(disz),NU,O
19608,sila4,N,O
19608,be-li2-szar,NE,PN
19609,bad3-da-ri2,NE,PN
19610,2(barig),N,O
19610,3(ban2),N,O
19610,giri3-sa6-sa6,NE,PN
19611,2(ban2),N,O
19611,e2-ur2-bi-du10,NE,PN
19612,ba-a-na-gar,NE,PN
19613,si-i3-tum,N,O
19613,lugal-ba-zi-ge,NE,PN
19614,ki,N,O
19614,gu-ru-a,NE,PN
19615,szu-{d}nansze,NE,PN
19615,alan-da,N,O
19615,gen-na,V,O
19616,2(disz),NU,O
19616,bu3-u2-du-me-esz2,NE,PN
19617,4(disz),NU,O
19617,udu,N,O
19617,niga,V,O
19617,1(disz),NU,O
19617,sila4,N,O
19617,i3-num2-mi-du10,NE,PN
19617,nu-banda3,N,O
19618,lugal,N,O
19618,{gesz}tir-ba-bil2-la{ki},NE,GN
19618,sa-x,NE,GN
19619,3(u),NU,O
19619,i3-dub,N,O
19619,a-sza3,N,O
19619,{d}nin-gir2-su,NE,DN
19619,ku-ul-ti,NE,PN
19619,{d}nansze-ta,NE,DN
19620,ki,N,O
19620,nin-mu-ma-an-ne,NE,PN
19621,x-a-zu,NE,DN
19622,ki,N,O
19622,nin-ga2-bi-du11,NE,PN
19623,lu2,N,O
19623,kin-gi4-a,N,O
19623,ma-ni-mu,NE,PN
19623,szakkan6,N,O
19624,e2-a-ni-sza,NE,PN
19625,a-sza3,N,O
19625,a-gesztin-na,NE,FN
19626,mu,N,O
19626,lugal-du10,NE,PN
19626,{d}pa-KU,NE,DN
19626,ba-hun,V,O
19627,ur-sa6-la2,NE,PN
19628,3(disz),NU,O
19628,ama-um-me-ga,NE,PN
19629,u3,CNJ,O
19629,a-sza3,N,O
19629,du6-lugal,NE,FN
19630,lugal-{d}...,NE,PN
19631,kab2-ku5,N,O
19631,du6-ku3-ga,NE,GN
19631,tir-sze3,N,O
19632,2(ban2),N,O
19632,kasz,N,O
19632,1(disz),NU,O
19632,dug,N,O
19632,dida,N,O
19632,du,V,O
19632,1(ban2),N,O
19632,...,O,O
19632,1(ban2),N,O
19632,ninda,N,O
19632,3(ban2),N,O
19632,dabin,N,O
19632,1/2(disz),NU,O
19632,sila3,N,O
19632,i3,N,O
19633,...,O,O
19633,1(asz),NU,O
19633,2(ban2),N,O
19633,5(disz),NU,O
19633,sila3,N,O
19633,ku-ru-ba,NE,PN
19634,a-sza3,N,O
19634,GAN2-ku-mul,NE,FN
19634,i7,N,O
19634,nun-ta,N,O
19634,ka,N,O
19634,i7-gurusz-gin7-du-a,NE,WN
19635,bala,N,O
19635,da-a-da-ga,NE,PN
19636,ki,N,O
19636,lugal-lu-ti,NE,PN
19637,1(disz),NU,O
19637,masz-da3,N,O
19637,du6-ma-nu,NE,PN
19638,ugula,N,O
19638,lugal-ezem,NE,PN
19639,dumu,N,O
19639,ur-PAP-AN-mu-DU,NE,PN
19639,szusz3,N,O
19640,mu,N,O
19640,kar-da-du3,NE,GN
19640,ba-hul,V,O
19641,1(asz),NU,O
19641,1(barig),N,O
19641,en-na-an,NE,PN
19642,mu,N,O
19642,us2-sa,V,O
19642,|PU3.SZA|-{d}da-gan,NE,GN
19642,ba-hul,V,O
19643,7(asz),NU,O
19643,1(barig),N,O
19643,5(ban2),N,O
19643,4(disz),NU,O
19643,sila3,N,O
19643,sze,N,O
19643,gur,N,O
19644,kiszib3,N,O
19644,sza-ab-bu-nu-um{ki},NE,PN
19645,nin-nig2-tuku,NE,PN
19645,lu2,N,O
19646,2(disz),NU,O
19646,udu,N,O
19646,niga,V,O
19646,ki-a-nag,N,O
19646,ba-na,NE,PN
19646,lukur,N,O
19646,lugal,N,O
19647,ki,N,O
19647,da-a-ga,NE,PN
19648,giri3,N,O
19648,sza3-gir,NE,PN
19648,szar2-ra-ab-du,N,O
19649,u8-udu-a,NE,PN
19650,ki,N,O
19650,ku-u,NE,PN
19651,ki,N,O
19651,inim-{d}szul-gi-ib2-ta-e3,NE,PN
19652,n,NU,O
19652,ur-e2-dar-a,NE,PN
19653,mu-kux(DU),V,O
19653,na-sa6,NE,PN
19653,i3-dab5,V,O
19654,ugula,N,O
19654,ab2-ildu3,NE,PN
19655,mu,N,O
19655,sze-me-ha{ki},NE,GN
19655,ba-hul,V,O
19656,lugal-nidba-e,NE,PN
19657,2(asz),NU,O
19657,ga-du-x-...,NE,PN
19658,a-sza3,N,O
19658,uszum-gal,NE,FN
19659,...,O,O
19659,GAG-URUDU-a,NE,PN
19659,dumu-ni,N,O
