,Text,NER
15698, 'zaq-tum',GN
15699, 'ur-bara2-se3-ga',PN
15700, '{d}nin-a-mu-DU-me-esz2',PN
15701, '{d}nin-ha-mu-DU',DN
15702, '{d}za-ba4-ba4{ki}',PN
15703, 'lu2(LUGAL)-sa6-i3-zu',PN
15704, 'lu2(LUGAL)-bala-sa6-ga',PN
15705, 'u-ba-ru-um',PN
15706, 'lu2-an-na-ab-tum2',PN
15707, 'lu2-gesz',PN
15708, 'lu2-bara2-ge-da',PN
15709, 'lu2-gu-za',PN
15710, 'lu2-igi-ma-a',PN
15711, 'lu2-ku',PN
15712, 'lu2-x-...-x',PN
15713, 'lu2-x-mu',PN
15714, 'ha-ni-ni',PN
15715, 'lu2-{d}gesztin-an-ka',PN
15716, 'u3-ku5-da',PN
15717, 'an-na-AB-suhusz',PN
15718, 'lu2-bad3',PN
15719, 'lu2-mu-dim2',PN
15720, 'lu2-mu-usz-ki-in',PN
15721, 'lu2-mi2-us2-sa2',PN
15722, 'lu2-a-a',PN
15723, 'lu2-a-a-mu',PN
15724, 'lu2-a-ba-a',PN
15725, 'lu2-a-da-ka-al-szu',PN
15726, 'lu2-a-tu5-lugal',PN
15727, 'lu2-a2-nu-um',PN
15728, 'lu2-ab-ba-x',PN
15729, 'lu2-abzu',PN
15730, 'lu2-ak',PN
15731, 'lu2-al-dab5-ba',PN
15732, 'lu2-an-da-mu',PN
15733, 'lu2-an-na-du3-a',PN
15734, 'lu2-an-na-tum2',PN
15735, 'lu2-an-sza-na',PN
15736, 'lu2-ba-szim-e{ki}',PN
15737, 'lu2-ba-a',PN
15738, 'lu2-ba-ba',PN
15739, 'lu2-ba-la-la',PN
15740, 'lu2-ba-mi',PN
15741, 'lu2-bal',PN
15742, 'lu2-bi-su2',PN
15743, 'lu2-bu3',PN
15744, 'lu2-da-gi-a',PN
15745, 'hu-un-ti-ba',PN
15746, 'lu2-dingir-dingir',PN
15747, 'amar-{d}inanna',PN
15748, 'ARAD2-hu(RI)-la',PN
15749, 'lu2-dingir-ra-ib2-be2',PN
15750, 'lu2-dingir-x',PN
15751, 'lu2-du-...',PN
15752, '{d}szara2-za-zi',PN
15753, 'lu2-du10-ga-a',PN
15754, 'lu2-du10-ga-ni',PN
15755, 'lu2-du11-nig2-sa6-ga',PN
15756, 'e2-dingir-re-ne',PN
15757, 'lu2-e2-NE-x',PN
15758, 'ur-{d}nin-gir2-su-ka',PN
15759, 'ur(IB)-{d}a-szar2',PN
15760, 'lu2-en-lil2-la2',PN
15761, 'lu2-ezem-ma',PN
15762, 'lu2-ga-si-id-an-a-ga2',PN
15763, 'lu2-ga2-mu',PN
15764, 'lu2-gesz-ku3{ki}',PN
15765, 'lu2-gi-gun4-na',PN
15766, 'ugula-zi-gum2-ma',PN
15767, 'lu2-gi-na-ab-tum-bi',PN
15768, 'lu2-gid2-da',PN
15769, 'lu2-gir-gi-lu',PN
15770, 'nun-ba-gara2',PN
15771, 'da-UD{ki}-a',GN
15772, 'ur-gu4',PN
15773, 'ur-sa6-ga-ka',PN
15774, 'lu2-gu4-sar-da',PN
15775, 'lu2-ha-bi2-lum',PN
15776, 'lu2-HI',PN
15777, 'lu2-i-ti-szum2',PN
15778, 'lu2-i3-di3',PN
15779, 'lu2-i3-li2',PN
15780, 'lu2-igi-gun3',PN
15781, 'lu2-igi-sa6-ga',PN
15782, 'lu2-inim-inim',PN
15783, 'lugal-iri-sag-ga2',PN
15784, 'lu2-inim-sa6-ga',PN
15785, 'lu2-iri-...',PN
15786, 'lu2-iri-KA',PN
15787, 'gu4-REC344',PN
15788, 'lu2-kas4-me-esz2',PN
15789, 'lu2-ki-gu-la',PN
15790, 'lu2-ki-sa',PN
15791, 'lu2-kin-gi4-a-lugal',PN
15792, 'lu2-kisal-la2',PN
15793, 'lu2-kisal-uru11-ku3-ga',PN
15794, 'lu2-la-bi',PN
15795, 'lu2-la2-szar',PN
15796, 'lu2-lal3-a-mu',PN
15797, 'lu2-lam',PN
15798, 'lu2-lil-la',PN
15799, 'lu2-ma-x-ke4-ne',PN
15800, 'lu2-ma2-gur8-re-kam',PN
15801, 'eb-NE',PN
15802, 'lu2-mar-x',PN
15803, 'lu2-mu-du10-ga',PN
15804, 'lu2-na-na-mu',PN
15805, 'lu2-nab3',PN
15806, 'lu2-nam2-an-ka',PN
15807, 'lu2-ni-mu',PN
15808, 'lu2-nibru{ki}-ki-du10',PN
15809, 'lu2-nig2-szubur',PN
15810, 'lu2-nigin9-bar-ra',PN
15811, 'lu2-nigir-da',PN
15812, 'igi-lam',PN
15813, 'lu2-NINA{ki}',PN
15814, 'lu2-nina{ki}-sze3-du',PN
15815, 'lu2-pa3',PN
15816, 'lu2-re-e-u3',PN
15817, 'lu2-rin2-na',PN
15818, 'ur-ki-ag2-ga2-mu',PN
15819, 'dingir-re-ne-ka',PN
15820, 'lu2-sa6-ga-a',PN
15821, 'lu2-sag-da',PN
15822, 'lu2-sig-la',PN
15823, 'lu2-sipa-da',PN
15824, 'lu2-su-ul-nu',PN
15825, 'lu2-sukkal-an-KA',PN
15826, 'lu2-sukud-ra2(KAS4)',PN
15827, 'lu2-SZE.NAGA',PN
15828, 'lu2-szuba-zi',PN
15829, 'lu2-ti-e2-{d}4(u)-tab-ba',PN
15830, 'lu2-tukul-la2',PN
15831, 'lu2-uri5{ki}-ma',PN
15832, 'lu2-x-ne',PN
15833, 'lu2-x-si-x',PN
15834, 'lu2-x-za-ab',PN
15835, 'lu2-ziz2-da-ba-lu5',PN
15836, 'lu2-...-x-a',PN
15837, 'lu2-ku3',PN
15838, 'lu2-x-u3',PN
15839, 'lu2-{d}sag-x',PN
15840, 'lu2-{d}a2-ga-u-bi',PN
15841, 'lu2-{d}alamusz',PN
15842, 'e-la-la',PN
15843, 'lugal-kalam',PN
15844, 'u2-uh-ke4-ne',PN
15845, 'lu2-{d}bil',PN
15846, 'lu2-{d}du6',PN
15847, 'lu2-{d}eb-gal',PN
15848, 'lu2-{d}esz18-dar',PN
15849, 'lu2-{d}ga2-tum3-ki-du10',PN
15850, 'lu2-{d}gibil6',PN
15851, 'lu2-{d}hal-mu-DU',PN
15852, 'lu2-{d}inanna-hul2',PN
15853, 'lu2-{d}inanna-ka',PN
15854, 'lu2-{d}ka-tar',PN
15855, 'lu2-{d}li9-si4-na',PN
15856, 'banda3{da}-...',PN
15857, 'lu2-iri-am3',PN
15858, 'lu2-{d}nam-an-ka',PN
15859, 'lu2-{d}nam2-AN-ka',PN
15860, 'ur-{d}ab-u2-ka',PN
15861, 'pa3-da-mu',PN
15862, 'sukkal-lugal',PN
15863, 'lu2-{d}nanna(SZESZ-GIM)',PN
15864, 'lu2-{d}nanna-u3-kul',PN
15865, 'lu2-{d}nanna-x-a',PN
15866, 'lu2-{d}nanna-zu',PN
15867, 'nam-lu2-gi-na-ab-tum-bi',PN
15868, 'lu2-{d}nansze-ki',PN
15869, 'lu2-{d}nin',PN
15870, 'lu2-{d}nin-ga2',PN
15871, 'gesz-sa6-ga',PN
15872, 'ma-asz-gar',PN
15873, 'lu2-{d}nin-gir2-su-ka-i3-sa6',PN
15874, 'lu2-{d}nin-ildu3',PN
15875, 'lu2-{d}nin-ildu3-ma',PN
15876, 'lu2-{d}nin-ildu3:ma',PN
15877, 'lu2-{d}nin-si4-an-na',PN
15878, '{d}lugal-x-x',DN
15879, 'lu2-{d}nin-szubur-ra',PN
15880, 'lu2-{d}nin-tur-tur',PN
15881, 'lu2-{d}nin-ur4-sza3',PN
15882, 'lu2-{d}nin-...-ka',PN
15883, 'lu2-{d}nin-gir-su',PN
15884, 'lu2-{d}suen-ka-kam',PN
15885, 'lu2-{d}sukkal',PN
15886, 'lu2-{d}sukkal-kam',PN
15887, 'da-zi-gi4-na-ka',PN
15888, 'lu2-{d}szen-x',PN
15889, 'lu2-{d}szu-luh',PN
15890, 'lu2-{d}szu-{d}suen-ka',PN
15891, 'lu2-{d}szubur',PN
15892, 'lu2-{d}utu-bi',PN
15893, 'lu2-{d}utu-da',PN
15894, 'lugal-ba-ab-e3',PN
15895, 'lu2-{d}x-x-x-x',PN
15896, 'lu2-{d}zi3-an-ka',PN
15897, 'lu2-{d}...-nun-...',PN
15898, 'lu2-{d}x-bu3',PN
15899, 'lu2-{gesz}e2-KA',PN
15900, 'lu2-{gesz}tir',PN
15901, 'a-ga-de3{ki}-ka',GN
15902, 'am-na-nu-um',GN
15903, 'ki-uri',GN
15904, 'ki-uri-ka',GN
15905, 'wa-ri-im',PN
15906, 'uri5-ma{ki}',GN
15907, 'uri5{ki}-ma-x',GN
15908, 'lugal-igi-...',PN
15909, 'lugal-er3',PN
15910, 'lugal-a2',PN
15911, 'lugal-a2-da-du',PN
15912, 'lugal-dub-x',PN
15913, 'lugal-i3-bi2-la',PN
15914, 'lugal-NE',PN
15915, 'lugal-nidba-e',PN
15916, 'lugal-nu-du11-ga',PN
15917, 'lugal-u4-da-sa',PN
15918, 'sahar{ki}',GN
15919, 'lugal-uszur3-a',PN
15920, 'lugal-x-ga',PN
15921, 'lugal-si-bil',PN
15922, 'lugal-{d}en-lil2',PN
15923, 'lugal:ma2-gur8-re',PN
15924, 'lugal-da-szub',PN
15925, 'lugal-ni-mu-zu',PN
15926, 'lugal-2(disz)-gal-e-si',PN
15927, 'lugal-a-a-mu',PN
15928, 'lugal-a-mu',PN
15929, 'lugal-a2-ki-ti',PN
15930, 'lugal-a2-na-kam',PN
15931, 'lugal-a2-szum2-ma',PN
15932, 'lugal-a2-tuku',PN
15933, 'lugal-abzu-a',PN
15934, 'lugal-agrig-zi-da',PN
15935, 'lugal-al-luh',PN
15936, 'lugal-an-dul3-kam',PN
15937, 'lugal-an-ne2-ba-du7',PN
15938, 'lugal-asz-ni',PN
15939, 'lugal-asz-sze3-mar-a',PN
15940, 'lugal-asz-szur6',PN
15941, 'lugal-ba-dub',PN
15942, 'lugal-ba-ra-ab-ta-e3',PN
15943, 'lugal-ba-ta-pa-e3',PN
15944, 'lugal-bala',PN
15945, 'inim-sa6-a',PN
15946, 'lugal-barag',PN
15947, 'lugal-bu3-ne-x',PN
15948, 'lugal-da5',PN
15949, 'lugal-DIB-HI',PN
15950, 'lugal-DIN-x',PN
15951, 'lugal-du11-ga-li',PN
15952, 'lugal-dug-gal2',PN
15953, 'lugal-dumu-ze2',PN
15954, 'in-szum',GN
15955, 'sza-asz-ru',PN
15956, 'ur-bi2-i3-lum{ki}',GN
15957, 'lugal-e-bi',PN
15958, 'lugal-e-ge',PN
15959, 'lugal-e2-bu',PN
15960, 'lugal-e2-gid2',PN
15961, 'lugal-en-sag',PN
15962, 'lugal-engar-du8',PN
15963, 'lugal-esz2-mah',PN
15964, 'lugal-ezem-am3',PN
15965, 'lugal-ga-ti-e-ki-ag2',PN
15966, 'lugal-ga-x',PN
15967, 'lugal-gaba-...',PN
15968, 'lugal-gaba-gal2',PN
15969, 'lugal-gal-zu',PN
15970, 'lugal-gen-ne2',PN
15971, 'lugal-gesz-luh',PN
15972, 'lugal-gilgamesx(|BIL3.GA.MES|)',PN
15973, 'lugal-gu10',PN
15974, 'lugal-gun3',PN
15975, 'lugal-ha-ma',PN
15976, 'lugal-he2-gal2-a',PN
15977, 'lugal-he2-nun',PN
15978, 'lugal-HI-ur3-re',PN
15979, 'lugal-hi-li-x',PN
15980, 'lugal-i3-de6',PN
15981, 'lugal-i3-sa6-mu',PN
15982, 'lugal-id2-mu',PN
15983, 'lugal-ig-iri',PN
15984, 'lugal-ig-ka',PN
15985, 'lugal-igi-du8',PN
15986, 'lugal-igi-tab',PN
15987, 'lugal-in-na-be2',PN
15988, 'lugal-in-nu-tuku',PN
15989, 'lugal-in-x-NE-x',PN
15990, 'ur-lil2-la2',PN
15991, 'e2-a-kur',PN
15992, 'lugal-inim-gi-na-da',PN
15993, 'lugal-ir-nun',PN
15994, 'lugal-iri-sag',PN
15995, 'lugal-KA-bi',PN
15996, 'lugal-ka-gu-la',PN
15997, 'lugal-ka-gu4',PN
15998, 'lugal-KA-HI',PN
15999, 'lugal-ka-re',PN
16000, 'lugal-kal-la-kam',PN
16001, 'lugal-kar-zi-da',PN
16002, 'lugal-karx(TE)-re(HU)',PN
16003, 'lugal-kesz3{ki}',PN
16004, 'lugal-ki-ag2-mu',PN
16005, 'lugal-kisal-ba',PN
16006, 'lugal-kisig2-ki',PN
16007, 'lugal-ku-bu',PN
16008, 'lugal-nig2-si-sa2',PN
16009, 'lugal-ku4',PN
16010, 'lugal-kur-gu2-x',PN
16011, 'lugal-la-e-si',PN
16012, 'lugal-lu-BU',PN
16013, 'lugal-lu-ti',PN
16014, 'lugal-lu2-eb',PN
16015, 'lugal-ma2-gan-x',PN
16016, 'lugal-ma2-gan{ki}',PN
16017, 'lugal-mah-...',PN
16018, 'ma-nig2-usz',PN
16019, 'e2-lu2-an-ne2',PN
16020, 'lugal-me3-a',PN
16021, 'lugal-mu-du10-ga',PN
16022, 'lugal-mu-i3-zi',PN
16023, 'lugal-mu-ni',PN
16024, 'lugal-mu-ni-zu',PN
16025, 'lugal-mu-su-da',PN
16026, 'lugal-mudra5{ra}',PN
16027, 'lugal-na-ba-DU',PN
16028, 'lugal-nagar-zi',PN
16029, 'lugal-nam-tar-re2',PN
16030, 'lugal-NE-ub',PN
16031, 'lugal-nesag2-da',PN
16032, 'lugal-ni2-ba',PN
16033, 'lugal-nig2-nesag2',PN
16034, 'gu-sze',PN
16035, 'lugal-nig2-sza3-a',PN
16036, 'lugal-nig2-szu-nir',PN
16037, 'lugal-nita-zi',PN
16038, 'lugal-nu-ru',PN
16039, 'e2-ga-ba{ki}',GN
16040, 'lam-KA{ki}-ga',GN
16041, 'nu-un-na-be2-a',PN
16042, 'nu-na-be2-ne-a',PN
16043, 'lugal-sa6-ga-ar',PN
16044, 'lugal-sa6-zu',PN
16045, 'lugal-sa',PN
16046, 'lugal-sag-gi-x',PN
16047, 'lugal-si-ne',PN
16048, 'lugal-sig4',PN
16049, 'an-te-...',PN
16050, 'lugal-sila',PN
16051, 'lugal-su-bu',PN
16052, 'lugal-sza3-DISZ-nin9',PN
16053, 'lugal-sza4-ga-su3',PN
16054, 'lugal-sze',PN
16055, 'lugal-szesz-x',PN
16056, 'lugal-szu',PN
16057, 'lugal-szuba-zi',PN
16058, 'lugal-szuruppak{ki}',PN
16059, 'lugal-tar',PN
16060, 'lugal-TAR-si',PN
16061, 'lugal-te-hu',PN
16062, 'lugal-temen-x-...',PN
16063, 'lugal-tesz2-gu10',PN
16064, 'lugal-tir',PN
16065, 'lugal-ug3',PN
16066, 'lugal-ug3-...',PN
16067, 'lugal-un',PN
16068, 'lugal-unkin-ne2',PN
16069, 'lugal-ur2-ra-du10',PN
16070, 'lugal-us2-ASZ',PN
16071, 'lugal-uszur3-da',PN
16072, 'lugal-uszur5(|LAL2xLAGAB|)',PN
16073, 'lugal-x-i3-x',PN
16074, 'lugal-x-ig',PN
16075, 'lugal-x-x-x-ni',PN
16076, 'lugal-x-x-KA',PN
16077, 'lugal-za-ge',PN
16078, 'lugal-za3',PN
16079, 'lugal-ze2-ni',PN
16080, 'lugal-zi3-da-x',PN
16081, 'lugal-...-me3',PN
16082, 'lugal-an-da-nu-hun-ga2',PN
16083, 'lugal-x-nu-banda3',PN
16084, 'lugal-x-KU-x',PN
16085, 'lugal-x-SAR',PN
16086, 'lugal-{d}anzu{muszen}',PN
16087, 'lugal-{d}dumu-zi',PN
16088, 'lugal-{d}en-ki',PN
16089, 'lugal-{d}en-lil2-le-an-zu',PN
16090, 'lugal-{d}igi-ma',PN
16091, 'lugal-{d}nin-HI-...',PN
16092, 'lugal-{d}sipa-kalam-ma',PN
16093, 'lugal-{d}utu-ni',PN
16094, 'ba-na',PN
16095, 'lugal-di-de3',PN
16096, 'lul-ka-ni-la-ba-ki',PN
16097, 'lum-ma-gin7-du10-ga',PN
16098, 'lumx(KWU354)-gar-ra',PN
16099, 'a-wa-an{ki}-ka',GN
16100, 'ma-ra-ad{ki}',GN
16101, 'ma-da{ki}',GN
16102, 'ma-al-ku-um',DN
16103, 'ma-al-kum',PN
16104, 'ma-an-A2',PN
16105, 'ma-an-isz-ti-su{ki}',PN
16106, 'ma-an-num2',PN
16107, 'ma-an-sum(HAR)',PN
16108, 'ma-an-za-tum',PN
16109, 'ma-at-gi4-gi4',PN
16110, 'ma-at-ti-i3-li2',PN
16111, 'ma-ba-a',PN
16112, 'ma-bad3',PN
16113, 'ur-bi2-lum{ki}-ka',GN
16114, 'za-ba-sza-li{ki}',GN
16115, 'ma-ga',PN
16116, 'ma-ga-za-ga',PN
16117, 'ma-gesz-ma',PN
16118, 'ma-gu-um',PN
16119, 'ma-li-a',PN
16120, 'ma-ma-hur-sag',PN
16121, 'ma-NE',PN
16122, 'ma-ni-ga-num2',PN
16123, 'ma-ra-um',PN
16124, 'ma-ri-du10-dingir',PN
16125, 'ma-szu',PN
16126, 'ma-szum2',PN
16127, 'lu2-bar-ne',PN
16128, 'ur-{d}musz-da',PN
16129, 'amar-{d}suen-ka',PN
16130, 'nigar{gar}-{d}ba-ba6',PN
16131, 'ARAD2-gesz-...',PN
16132, 'en-ki-du10',PN
16133, 'szar-rum-i3-li2-ka',PN
16134, 'gu2-du8-a',GN
16135, 'in-sa6-sa6-ka',PN
16136, 'lu2-ge6-an-na',PN
16137, 'lu2-MI-an-na',PN
16138, 'lu2-{d}igi-dab5',PN
16139, 'lugal-e-szim',PN
16140, 'lugal-geszkim',PN
16141, 'dul4-de3',PN
16142, 'me-li9-si4-na',PN
16143, 'i7-musz-bi-an-na',WN
16144, 'NE-du8-NE{ki}',GN
16145, 'iri-la',GN
16146, 'u2-la2',GN
16147, 'kikken-na-ke4-ne',PN
16148, 'ur-GESZ',PN
16149, 'ur-x-kal-iri',PN
16150, 'ur-{d}lamma-asz',PN
16151, 'ur-{d}si-an-na',PN
16152, 'zi-kum-ma',GN
16153, 'la-za-wi-a',PN
16154, '{d}lamma-ki-ur5-sa6',PN
16155, '{d}nanna-kar-zi-da-ka',DN
16156, 'uri5{ki}-e-ki-ag2',PN
16157, 'ma2-tu-ni',PN
16158, 'ma2-a-si-ga',PN
16159, 'lu2-gi-na-ka',PN
16160, 'ma2-i3-si4',PN
16161, 'lu2-ma2',PN
16162, 'mar-sa-KA-sahar',PN
16163, 'e2-hul',PN
16164, 'elam-ma',GN
16165, 'da-ri-ba{ki}',GN
16166, 'ma2-gin2-e-ne',PN
16167, 'mar-da-bu-um',PN
16168, 'mar-da-mu-um',PN
16169, 'mar-ha-szi-ne',GN
16170, 'gu2-edin-na{ki}',GN
16171, 'ba-la-ah',PN
16172, 'mar-tu-munus',GN
16173, 'mar-ur3-ur3',PN
16174, 'bara2-si-ga-ka',FN
16175, 'masz-e-pa3-da-ki',GN
16176, 'masz-e-pa3-da{ki}',GN
16177, 'szar-ru-um{ki}-ma',GN
16178, 'masz-gu-la-a',PN
16179, 'masz-masz-li2-a',PN
16180, 'masz-{d}nin-gir2-su',PN
16181, 'apin-til-GAN2-kam',FN
16182, 'ma-a-...',PN
16183, 'gu-sza{ki}',GN
16184, 'hu-un-li',PN
16185, 'an-ni-{ga2}gar',PN
16186, 'dilmun-gin7',GN
16187, 'ur-{d}szara2-ka-kam',PN
16188, 'eb-...',PN
16189, 'an-ni-im',PN
16190, 'ur-ga2-gi-a',PN
16191, 'maszkim-i3-li2',PN
16192, 'me(ASZ)-esz18-dar',PN
16193, 'me-zi',PN
16194, 'me-{sa2}sag7',PN
16195, 'me-KID-a',PN
16196, 'me-en-sze',PN
16197, 'me-er-ti-um',PN
16198, 'me-gu-um',PN
16199, 'me-musz-szita',PN
16200, 'me-nu-he2-a',PN
16201, 'lu2-za3',PN
16202, 'me-pa-gan',PN
16203, 'me-ru-ru-ti',PN
16204, 'me-szesz-szesz',PN
16205, 'me-x',PN
16206, 'me-{d}esz18-dar',PN
16207, 'me-{d}inanna',PN
16208, 'me-{d}nin-ti',PN
16209, 'me-{d}x',PN
16210, 'me3-za-bu',PN
16211, 'mes-gal2-{d}nanna',PN
16212, 'mes-utu-ba',PN
16213, 'mes-...',PN
16214, 'mi-da-ah-{u2}urua{a}{ki}',GN
16215, 'mi-da-num2',PN
16216, 'mi-il-ga-nu-um',PN
16217, 'ug3-sa6-ga{ki}',GN
16218, 'en-eden',PN
16219, 'MIN-{d}nin-lil2',PN
16220, 'MIN-x-gi',PN
16221, 'mir-ud-ki-ag2',PN
16222, 'a-a-x',PN
16223, 'en',DN
16224, 'a-a-ri2-mu',PN
16225, '{d}nun-gal-ka',PN
16226, 'a-ar-szi{ki}',GN
16227, 'a-ba-bu-um',PN
16228, 'a-ga-hu',PN
16229, 'sza-asz-ru-um',GN
16230, 'ga-GAG',FN
16231, 'gu2-un-x',FN
16232, 'in-hul-la-a',FN
16233, 'ka-ma-ri2-ka',FN
16234, 'sag-ku5-a-na',FN
16235, 'x-i3-GAN2-na-ka',FN
16236, 'nu-u3-bu3-ra',PN
16237, 'a2-bala-a',PN
16238, 'ba-da-ka',PN
16239, 'gi4-a-ne',PN
16240, 'nig2-gur11-an-na{ki}',GN
16241, 'AN-si-x-x-tum',PN
16242, 'ur-{d}a-ba-ba-ka',PN
16243, 'ar-sza-bi2-in-num2',PN
16244, 'i-bu-hu',PN
16245, 'ba-ki',PN
16246, 'ba-a-al-la-a',PN
16247, 'ba-kikken',PN
16248, 'ba-ta-num2',PN
16249, 'esz18-dar-ta2-ra-am-{d}isz-bi-{d}isz-bi-er3',PN
16250, 'li-bur-{d}isz-bi-er3',PN
16251, '{d}isz-bi-er3-ra-ri-im',PN
16252, '{d}isz-bi-er3-ra-ri-im-{d}en-lil2',PN
16253, 'bar-sze3-gal2-{d}suen',PN
16254, 'be-li2-si2-im-ti',PN
16255, 'bi2-tum{ki}',GN
16256, 'da-at-ti',PN
16257, 'da-ri-na-am',PN
16258, 'ha-szu-an-num{ki}',GN
16259, 'kur-giri3-ni-ka',PN
16260, 'tum-an',PN
16261, 'an-sza-...',PN
16262, 'i3-na-ba',PN
16263, '{d}dumu-zi-ka',PN
16264, '|PU3.SZA|-isz',PN
16265, '|PU3.SZA|-isz-da-gan',GN
16266, 'ba-ne-ba-a',PN
16267, 'e2-|PU3.SZA|-da-gan',PN
16268, 'egi2-zi',PN
16269, 'egi2-zi-an-na',PN
16270, 'ga-esz-sza',GN
16271, 'unu6-gal-{d}inanna',PN
16272, '{d}inanna-unu{ki}',GN
16273, 'te-da-e{ki}',GN
16274, 'en-am-gal',PN
16275, 'en-am-gal-an-na',PN
16276, 'en-amasz-zi-an-na',PN
16277, 'en-eridu{ki}',PN
16278, 'en-i3-kal',PN
16279, '{d}nanna(SZESZ)',DN
16280, 'en-nam-szita-{d}szul-gi',PN
16281, 'en-nam-szita4-{d}szul-gi-ke4-ba-gub',PN
16282, 'en-nam-szita4-{d}szul-gi-ra-ke4-ba-gub-ba',PN
16283, 'en-nun-e-ki-{d}amar-{d}suen',PN
16284, 'en-nun-e-{d}amar-{d}suen-ki-ag2',PN
16285, 'en-nun-e-{d}amar-{d}suen-ra-ki-ag2',PN
16286, 'en-nun-ne2-{d}amar-{d}suen-ki-ag2',PN
16287, 'en-ubur-zi-an-na',PN
16288, 'en-unu6-gal-{d}inanna',PN
16289, 'en-x-gal-an-na',PN
16290, 'szuruppak(|KUR.RU.SU|){ki}-ka',GN
16291, 'szuruppak(|KUR.RU.SU|){ki}',GN
16292, 'szuruppak(|SU.RU.KUR|){ki}',GN
16293, 'ga-sza3-ru-um{ki}',GN
16294, 'gab2-us2-a',PN
16295, '{d}amar-{d}suen-ke4-ne',RN
16296, '{d}inanna-ke4-ne',DN
16297, 'u3{ki}',GN
16298, 'geme2-{d}nin-GAN2-la2-ka',PN
16299, 'geme2-{d}nin-lil2-ka',PN
16300, '{d}gidim',DN
16301, 'GIR3-ke4-ne',PN
16302, 'giri3-x-ku3-zu',PN
16303, 'lu2-gu-ka',PN
16304, 'a-gu-gu-ka',PN
16305, 'bi2-bar-ra',PN
16306, 'am-de6',PN
16307, '{d}nanna-ke4-ne',DN
16308, 'ha-ar-szi',GN
16309, 'hu-ur5{ki}',GN
16310, 'ha-ba-za-tum',PN
16311, 'he-lah5',PN
16312, 'hu-nu-ri{ki}',GN
16313, 'hu-hu-nu{ki}',GN
16314, 'hu-hu-ri',PN
16315, 'hu-uh2',GN
16316, 'hu-uh2-nu-ru{ki}',GN
16317, 'hu-uh2-ri{ki}',GN
16318, 'hu-uh3-nu-ri{ki}',GN
16319, 'i-ta',PN
16320, 'i3-zu',PN
16321, 'a-{d}nin-tu',WN
16322, 'inim-{d}nin-su',PN
16323, 'ba-ba-hul',PN
16324, 'kaskal-szudun',PN
16325, 'unug{ki}-a',GN
16326, 'hu-ur5',GN
16327, 'lugal-ezem-ma',PN
16328, 'la-ah',PN
16329, 'la-lu5-mu',PN
16330, 'u2-ul4-ka',FN
16331, 'lu-lu-bi',GN
16332, 'lu-lu-bun{ki}-na',GN
16333, 'lu-lu{ki}',GN
16334, 'si-bu-ru-um{ki}',GN
16335, 'ki-masz{ki}-ke4-e-ne',GN
16336, 'mar-da-ma-ni{ki}',GN
16337, 'ia3-ab-ti-um',PN
16338, 'szi-ma-nu-um',GN
16339, 'szu-ur2-bu{ki}-ke4-ne',GN
16340, 'szukur-ra-ke4-ne',PN
16341, 'da-bu-ru-um{ki}',GN
16342, 'lu2-he2-gal2-ka',PN
16343, 'lu2-hu-lu-ne',PN
16344, 'lu2-lu',PN
16345, 'bu-NE',PN
16346, 'lu2-szem5-ku3-ga-ke4-ne',PN
16347, 'lu2-{d}igi-ma-sze3-ka',PN
16348, 'ur-ad6',PN
16349, 'i3-da-pa',PN
16350, 'lugal-a-ma-ti',PN
16351, 'lugal-abzu-ta',PN
16352, 'lugal-al-ni-szi',PN
16353, 'lugal-ba-gara2',PN
16354, 'lugal-bar-su2',PN
16355, 'al-pa',PN
16356, 'lugal-da-x',PN
16357, 'lugal-en-na',PN
16358, 'lugal-i3-pa3(RU)',PN
16359, 'lugal-im-ru',PN
16360, 'lugal-in-x',PN
16361, 'lugal-kak-ru',PN
16362, 'lugal-gi4',PN
16363, 'lugal{al}',PN
16364, 'lugal{al}-bi',PN
16365, '{d}ba-ba6-ke4-ne',DN
16366, 'za-ab-sza-lu',GN
16367, 'za-ab-sze-li',PN
16368, 'ma-ri2{ki}-a',GN
16369, 'me-dingir-nigar{gar}-ta',PN
16370, 'me-nigar{gar}-ta',PN
16371, 'x-a-ne',DN
16372, '{d}szu-{d}suen(EN)',RN
16373, 'na-ra-am-{d}en-zu',PN
16374, 'nam-la2-a',PN
16375, '{d}nin-lil2-la2-ka-ke4-ne',DN
16376, 'ne-gi-bu-um',PN
16377, 'ne-u-um-ma',PN
16378, 'nibru{ki}-a',GN
16379, 'ba-er3-ra',PN
16380, 'nig2-{d}utu-mu-tum3',PN
16381, 'nimgir-ama-na',PN
16382, '{d}nin-gi4-li2-in',PN
16383, 'nin-dingir-{d}lamma',PN
16384, 'nin9-x',PN
16385, 'lu-lu-bu{ki}-ke4-ne',GN
16386, 'nunuz-za-bu-ka',PN
16387, 'sar-ka3-li2-lugal-ri2',PN
16388, 'sar-um-gi',PN
16389, 'si-ma-nu-um',GN
16390, 'si-mu-ru',GN
16391, 'si-mu-ru{ki}',GN
16392, 'si-mu-ur4-ru-um',GN
16393, 'si-mu-ur4-ru-um{ki}',GN
16394, 'si-mu-ur4-um{ki}',GN
16395, 'sza-asz-szu2-ru-um',GN
16396, 'sza-at-{d}szul-gi',PN
16397, 'sza-szu-ru{ki}',GN
16398, 'ki-masz{ki(SZE3)}',GN
16399, 'sza-szu2-ru-um{ki}',GN
16400, 'sze-na',PN
